ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Availability
9788131518155,Aircraft Structures,David J. Peery,2013,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9788131518155-S.jpg,https://covers.openlibrary.org/b/isbn/9788131518155-M.jpg,https://covers.openlibrary.org/b/isbn/9788131518155-L.jpg,https://www.amazon.in/dp/8131518155
9788126520774,Introduction to Flight,John D. Anderson,2016,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9788126520774-S.jpg,https://covers.openlibrary.org/b/isbn/9788126520774-M.jpg,https://covers.openlibrary.org/b/isbn/9788126520774-L.jpg,https://www.amazon.in/dp/812652077X
9789386418375,Principles of Agricultural Engineering,"T.P. Ojha, A.M. Michael",2018,Jain Brothers,https://covers.openlibrary.org/b/isbn/9789386418375-S.jpg,https://covers.openlibrary.org/b/isbn/9789386418375-M.jpg,https://covers.openlibrary.org/b/isbn/9789386418375-L.jpg,https://www.amazon.in/dp/9386418375
9789387869695,Farm Machinery and Power,R.L. Peurifoy,2019,New Age International,https://covers.openlibrary.org/b/isbn/9789387869695-S.jpg,https://covers.openlibrary.org/b/isbn/9789387869695-M.jpg,https://covers.openlibrary.org/b/isbn/9789387869695-L.jpg,https://www.amazon.in/dp/9387869690
9789386546436,Irrigation Engineering and Hydraulic Structures,S.K. Garg,2017,Khanna Publishers,https://covers.openlibrary.org/b/isbn/9789386546436-S.jpg,https://covers.openlibrary.org/b/isbn/9789386546436-M.jpg,https://covers.openlibrary.org/b/isbn/9789386546436-L.jpg,https://www.amazon.in/dp/9386546432
9788131516359,Automobile Engineering,Kirpal Singh,2013,Standard Publishers,https://covers.openlibrary.org/b/isbn/9788131516359-S.jpg,https://covers.openlibrary.org/b/isbn/9788131516359-M.jpg,https://covers.openlibrary.org/b/isbn/9788131516359-L.jpg,https://www.amazon.in/dp/8131516357
9788131806603,Automotive Mechanics,"William H. Crouse, Donald L. Anglin",2012,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9788131806603-S.jpg,https://covers.openlibrary.org/b/isbn/9788131806603-M.jpg,https://covers.openlibrary.org/b/isbn/9788131806603-L.jpg,https://www.amazon.in/dp/8131806602
9788131518780,Vehicle Dynamics,Reza N. Jazar,2014,Springer,https://covers.openlibrary.org/b/isbn/9788131518780-S.jpg,https://covers.openlibrary.org/b/isbn/9788131518780-M.jpg,https://covers.openlibrary.org/b/isbn/9788131518780-L.jpg,https://www.amazon.in/dp/8131518783
9781259062865,Electrical Engineering Fundamentals,Vincent Del Toro,2015,Pearson,https://covers.openlibrary.org/b/isbn/9781259062865-S.jpg,https://covers.openlibrary.org/b/isbn/9781259062865-M.jpg,https://covers.openlibrary.org/b/isbn/9781259062865-L.jpg,https://www.amazon.in/dp/1259062860
9788121926977,Basic Electrical Engineering,"V.K. Mehta, Rohit Mehta",2012,S. Chand,https://covers.openlibrary.org/b/isbn/9788121926977-S.jpg,https://covers.openlibrary.org/b/isbn/9788121926977-M.jpg,https://covers.openlibrary.org/b/isbn/9788121926977-L.jpg,https://www.amazon.in/dp/8121926973
9781259002380,Electrical Machinery,P.S. Bimbhra,2014,Khanna Publishers,https://covers.openlibrary.org/b/isbn/9781259002380-S.jpg,https://covers.openlibrary.org/b/isbn/9781259002380-M.jpg,https://covers.openlibrary.org/b/isbn/9781259002380-L.jpg,https://www.amazon.in/dp/1259002380
9788120336432,Environmental Engineering,Howard S. Peavy,2013,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9788120336432-S.jpg,https://covers.openlibrary.org/b/isbn/9788120336432-M.jpg,https://covers.openlibrary.org/b/isbn/9788120336432-L.jpg,https://www.amazon.in/dp/812033643X
9789384588827,Introduction to Environmental Engineering,"Mackenzie L. Davis, David A. Cornwell",2016,McGraw-Hill Education,https://covers.openlibrary.org/b/isbn/9789384588827-S.jpg,https://covers.openlibrary.org/b/isbn/9789384588827-M.jpg,https://covers.openlibrary.org/b/isbn/9789384588827-L.jpg,https://www.amazon.in/dp/9384588821
